"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"66605",4,4,6,3,6,5,5,2,4,6,2,3,6,6,4,3,4,5,2,3,6,5,6,6,1,2,1,24
"66606",4,4,5,4,5,6,5,4,2,2,4,5,5,5,4,2,2,2,2,2,6,1,5,6,1,1,3,29
"66607",2,6,5,6,5,4,6,5,3,3,2,3,4,5,4,2,3,4,2,3,5,3,4,5,3,2,3,21
"66609",3,5,3,3,4,5,5,5,4,4,4,4,2,2,4,2,4,4,4,4,4,2,5,5,2,2,5,27
"66610",5,4,4,5,2,4,5,3,5,6,2,6,2,5,4,5,6,4,5,4,4,2,5,5,2,2,2,22
"66612",2,5,4,4,5,6,6,5,2,6,5,5,3,3,6,4,4,5,6,1,5,1,4,5,1,2,4,28
"66615",2,4,5,6,4,5,5,2,3,3,2,NA,5,5,5,2,3,2,3,1,6,1,5,3,3,1,5,41
"66617",4,5,6,6,5,6,6,4,2,4,2,4,5,5,5,2,4,2,4,4,6,1,5,6,1,2,5,48
"66619",3,5,2,6,2,6,5,5,1,1,5,5,4,5,4,5,4,2,1,1,5,2,5,5,1,1,3,31
"66620",1,5,5,5,5,5,5,4,3,6,5,6,4,5,4,5,6,4,5,6,5,2,5,5,2,1,4,52
"66621",1,6,6,6,6,6,6,6,1,1,6,6,3,1,4,6,6,6,6,6,6,4,2,6,1,2,1,41
"66622",3,4,5,5,4,4,2,2,5,5,1,1,4,6,5,4,5,4,2,4,4,1,3,3,2,2,4,22
"66623",3,3,3,4,5,4,5,3,3,5,3,2,4,5,4,2,2,4,3,2,6,2,4,5,4,1,4,48
"66630",2,5,5,6,5,4,3,5,3,2,1,2,4,6,6,2,2,3,2,1,5,5,4,5,2,2,4,30
"66635",5,2,5,6,2,2,5,2,5,6,5,5,3,4,2,NA,5,6,5,5,6,1,5,6,5,1,5,39
"66637",3,3,3,6,4,3,4,5,3,2,3,3,4,5,3,2,4,2,5,5,3,4,3,4,3,1,3,37
"66638",4,2,1,2,2,5,4,3,2,2,3,6,3,4,5,2,2,2,2,1,6,1,5,6,2,2,NA,16
"66642",3,6,6,4,3,5,6,5,4,3,6,5,4,6,5,6,6,4,5,5,4,5,4,5,5,2,2,17
"66645",2,5,5,5,5,6,4,4,3,3,4,6,3,3,4,3,4,3,4,3,5,2,4,4,2,2,4,37
"66646",1,6,6,6,6,6,5,5,2,5,2,2,4,6,5,1,2,1,2,2,6,2,5,5,1,2,5,61
"66647",1,6,6,6,5,5,5,5,4,4,5,3,6,2,2,4,5,4,4,6,4,5,NA,5,6,2,1,14
"66648",1,6,5,6,4,5,5,2,2,2,4,2,4,5,5,2,3,1,1,1,5,2,6,5,1,1,3,20
"66649",4,4,4,3,3,5,4,4,1,4,1,2,3,4,5,4,4,5,3,2,6,3,4,5,1,1,4,32
"66651",1,4,5,1,5,4,5,2,3,3,2,2,3,5,5,3,4,3,3,4,4,4,4,6,4,2,4,22
"66653",3,4,5,1,5,5,4,5,2,6,5,4,1,5,3,4,5,1,2,6,4,2,3,4,4,1,3,20
"66657",2,6,6,6,6,5,6,6,3,1,1,1,6,6,5,1,1,2,2,2,6,4,4,6,2,2,5,33
"66660",4,4,5,2,3,4,4,5,3,3,2,2,6,6,5,3,3,3,4,1,6,3,6,6,4,2,3,23
"66662",2,5,6,5,6,6,5,6,2,1,2,1,6,6,6,1,1,1,1,1,6,2,5,6,1,1,3,21
"66663",3,5,4,6,5,4,5,4,4,4,2,5,2,5,3,3,3,4,4,2,4,2,4,5,4,1,3,43
"66664",2,5,4,5,5,5,6,2,2,2,6,4,2,5,2,2,2,2,4,6,2,5,2,2,5,2,1,47
"66665",2,5,5,1,5,4,3,4,2,3,3,4,4,4,4,2,3,2,NA,3,3,2,3,5,2,2,3,39
"66666",2,5,5,6,5,5,6,5,2,1,4,4,4,5,6,2,2,2,2,2,5,1,4,6,2,2,3,26
"66668",1,NA,4,6,4,4,6,4,1,1,4,4,5,6,4,4,4,4,4,2,5,4,5,2,4,1,3,23
"66669",1,5,5,4,4,4,5,5,2,4,1,2,4,5,4,4,5,5,3,4,4,4,5,6,2,2,4,23
"66671",2,5,5,4,5,4,NA,NA,2,2,2,2,5,5,6,2,2,1,5,2,4,2,4,5,3,2,5,21
"66674",1,5,4,6,5,6,6,6,1,1,1,2,4,6,5,2,2,2,1,4,6,1,6,6,1,2,5,47
"66676",1,5,NA,6,4,2,3,4,3,2,1,1,2,1,3,2,4,3,2,5,5,4,4,4,3,2,3,18
"66679",4,4,5,6,3,5,3,4,4,4,3,3,5,5,5,5,4,5,3,1,6,1,4,5,1,1,2,20
"66680",1,4,5,2,3,5,4,4,2,4,1,2,3,5,5,4,3,2,3,4,4,5,2,5,2,2,3,20
"66681",3,5,6,6,6,4,6,4,2,2,2,1,4,6,6,3,5,2,5,6,6,6,5,5,2,2,3,44
"66682",5,3,3,6,2,5,6,4,1,2,1,2,3,5,5,5,5,3,2,4,5,2,3,5,2,2,3,20
"66683",1,5,5,4,5,4,3,4,3,3,2,2,5,5,5,4,4,4,4,4,6,1,4,4,5,2,3,29
"66684",1,5,4,6,5,5,5,3,2,3,5,2,2,5,5,4,4,5,2,3,4,2,4,5,3,2,3,20
"66685",1,6,6,5,5,5,5,4,2,2,3,3,5,4,6,2,4,4,3,3,4,2,5,4,2,2,5,54
"66689",5,5,3,6,4,4,3,5,4,4,2,4,4,5,5,4,4,3,3,4,4,4,3,4,4,2,3,34
"66690",2,4,1,1,5,3,2,4,3,4,1,4,5,6,3,4,4,2,2,4,6,5,4,6,2,1,3,28
"66692",3,NA,6,4,6,6,6,NA,5,1,1,1,6,6,6,4,5,2,2,6,6,3,5,4,6,2,2,17
"66694",4,6,6,6,6,5,4,5,2,3,2,1,6,5,5,1,1,2,2,2,4,2,3,4,1,2,1,20
"66700",4,3,5,4,2,6,6,5,1,2,6,6,6,1,2,5,6,6,6,6,6,1,5,6,1,2,NA,17
"66701",1,5,6,6,6,5,6,6,3,4,2,3,5,6,5,2,5,5,4,4,5,4,4,5,5,2,4,24
"66703",1,5,4,6,5,5,4,6,4,4,1,1,6,6,6,2,2,3,1,2,6,4,6,5,2,1,3,20
"66704",2,5,3,5,4,3,3,3,5,5,2,5,2,5,4,3,4,6,4,3,5,4,3,6,4,2,1,20
"66708",4,6,2,5,5,6,5,6,2,3,2,2,5,5,6,3,4,4,3,3,6,2,5,5,2,2,3,19
"66711",1,6,6,6,6,3,3,5,3,5,3,5,5,6,1,2,2,2,4,6,2,5,4,6,3,2,4,34
"66712",2,4,5,3,4,5,5,5,4,3,2,5,5,2,5,4,5,5,5,5,6,1,5,6,1,2,5,44
"66713",2,4,1,2,2,5,5,4,1,6,2,2,2,5,5,1,4,2,2,1,2,4,4,4,4,2,5,32
"66716",4,5,4,2,4,5,6,5,2,6,5,4,4,4,5,2,4,4,6,5,4,6,4,5,6,2,5,38
"66717",4,4,3,3,3,3,4,2,5,6,4,5,3,2,5,4,5,6,4,5,6,3,4,6,1,1,5,26
"66718",2,5,3,6,5,2,4,5,3,4,NA,5,5,5,5,3,4,5,4,5,5,3,NA,4,2,2,5,37
"66722",3,5,6,6,6,6,6,3,1,2,4,2,6,5,6,4,4,2,2,2,5,1,6,6,3,2,3,30
"66723",NA,6,6,6,NA,2,6,4,3,6,1,6,5,5,3,1,3,3,5,6,4,5,3,6,3,2,2,39
"66724",1,6,5,4,5,5,5,6,3,3,4,3,2,4,5,2,3,2,3,5,3,3,5,6,1,2,5,25
"66727",1,6,6,4,5,6,6,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,6,1,2,3,19
"66728",1,5,5,3,4,4,5,5,2,3,5,5,4,1,4,3,3,4,4,4,5,4,2,5,2,2,NA,16
"66729",4,5,6,1,6,6,5,5,1,5,1,1,6,6,6,2,5,1,4,1,6,1,6,6,1,2,4,29
"66730",1,5,5,6,6,2,NA,3,2,6,NA,2,5,5,5,1,4,2,1,4,4,6,5,4,1,2,3,20
"66731",3,5,5,3,3,6,5,5,3,3,2,5,3,2,4,3,5,5,4,4,6,1,6,5,2,1,5,23
"66733",1,4,4,4,5,4,4,4,2,4,2,2,4,6,1,2,2,4,2,4,2,6,NA,5,2,2,3,19
"66734",2,5,5,1,5,5,3,4,2,4,2,4,3,5,5,1,3,2,4,1,4,2,3,5,2,2,4,39
"66737",1,6,6,6,6,4,4,5,1,1,1,1,6,6,6,2,2,2,1,1,6,2,5,5,1,1,2,36
"66739",2,6,5,6,6,4,4,5,4,5,1,6,5,1,5,2,2,3,6,2,6,1,6,4,1,2,4,46
"66741",2,5,5,3,5,5,4,6,3,4,2,2,5,6,6,4,5,4,2,2,6,2,5,5,3,1,3,20
"66743",2,5,5,3,6,5,5,3,2,2,4,5,2,5,3,1,1,1,4,3,6,1,6,3,2,1,3,21
"66744",1,5,5,4,5,5,5,4,2,5,4,4,4,2,3,3,4,6,6,3,4,2,5,6,1,2,3,20
"66745",1,6,5,6,5,5,6,5,1,4,2,4,4,6,5,5,4,1,1,5,6,6,5,6,1,2,3,18
"66748",3,2,5,6,6,6,6,6,1,1,6,5,5,1,4,6,6,6,5,1,6,1,6,6,1,2,5,47
"66749",2,5,3,1,4,6,6,5,1,1,2,4,5,5,6,3,4,5,4,2,6,1,5,5,1,2,3,19
"66751",1,6,6,6,6,5,5,5,1,1,4,1,4,5,5,2,1,1,4,3,5,4,4,5,3,2,3,38
"66755",2,5,5,5,5,4,5,4,3,3,4,3,4,5,4,2,2,4,2,3,4,2,5,5,4,2,3,28
"66756",5,3,6,6,NA,NA,6,5,5,1,5,5,5,6,6,1,5,3,5,2,5,3,4,4,4,2,2,23
"66757",1,5,4,2,3,4,4,4,4,4,2,5,3,3,5,4,5,5,5,4,5,2,5,6,2,2,3,20
"66760",2,2,4,6,4,4,4,4,2,2,4,6,3,2,3,1,3,3,2,2,5,3,2,5,4,2,5,35
"66764",2,5,5,6,5,1,5,5,NA,2,1,2,5,5,5,1,4,4,2,5,4,3,4,3,2,2,4,43
"66766",2,5,6,5,6,3,2,2,5,5,2,2,6,5,5,1,2,6,3,4,6,6,4,5,6,1,3,20
"66768",3,5,2,6,2,6,5,6,1,1,5,4,2,1,5,2,4,1,1,1,2,4,2,5,4,2,5,35
"66769",5,6,5,6,6,5,5,4,4,2,NA,2,6,6,5,5,2,6,4,2,5,5,4,4,2,1,4,21
"66770",4,5,5,3,6,6,5,5,4,4,4,2,2,5,5,2,2,5,4,4,6,1,4,5,3,1,NA,30
"66771",2,4,4,5,4,2,2,2,5,5,5,5,2,5,3,5,5,6,6,2,4,5,3,4,4,2,3,30
"66772",5,4,4,4,3,6,5,5,4,2,5,3,4,2,5,5,5,2,2,1,6,1,5,6,1,1,3,34
"66775",1,6,6,5,6,5,5,5,1,2,4,3,2,5,6,1,1,1,4,1,5,2,5,5,2,2,2,47
"66778",1,6,5,5,5,6,5,5,1,1,4,3,4,5,4,3,4,3,5,2,3,2,5,3,2,1,5,58
"66779",1,6,5,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,2,1,3,29
"66785",1,6,6,5,6,3,3,6,1,1,2,6,5,2,5,1,1,1,5,1,4,2,4,4,1,2,3,47
"66788",5,6,5,6,5,5,6,6,2,6,2,1,5,5,6,5,6,6,6,6,6,2,4,6,2,2,3,20
"66790",1,5,5,5,4,5,6,5,1,5,1,1,5,5,6,4,5,5,4,4,4,2,5,5,2,2,1,21
"66792",3,4,5,6,5,2,6,5,2,1,5,4,3,5,4,1,2,1,2,1,5,5,4,4,2,1,1,20
"66793",2,6,6,6,3,4,5,5,1,2,4,4,1,4,4,2,2,1,1,1,5,4,5,5,1,1,3,40
"66797",1,5,4,6,5,5,5,2,2,5,3,2,4,5,4,4,5,5,3,1,5,1,5,6,2,2,NA,17
"66800",1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,5,4,1,2,6,1,6,6,2,1,3,23
"66801",1,5,5,6,5,4,5,5,1,3,1,2,5,6,5,1,1,1,2,4,5,1,4,6,5,2,5,32
"66804",1,6,6,6,6,6,5,4,1,1,2,6,6,5,4,1,2,4,4,6,5,1,4,5,2,2,1,18
"66806",3,5,5,5,5,4,5,5,3,3,6,3,5,5,4,2,2,1,2,2,2,5,5,5,1,1,3,22
"66807",1,6,5,6,6,2,4,4,4,3,1,1,6,6,5,1,6,2,2,3,4,5,5,6,1,2,3,25
"66810",2,4,3,5,5,5,4,5,2,5,6,5,2,4,4,1,1,1,2,2,4,5,2,5,5,1,5,26
"66812",1,5,6,5,6,5,5,5,2,6,3,6,6,6,5,2,2,3,2,1,6,2,3,6,5,2,3,29
"66813",3,5,6,5,5,5,4,2,4,4,1,1,3,6,4,1,1,1,2,2,5,3,4,3,3,2,3,24
"66814",1,6,6,5,6,5,6,4,2,4,2,1,6,5,6,2,4,2,2,3,5,5,6,6,3,2,3,46
"66817",1,5,5,6,5,3,2,4,5,4,4,3,2,5,2,1,1,1,1,3,4,4,4,5,3,2,5,56
"66819",5,6,6,5,5,4,3,5,3,6,3,3,3,2,6,1,2,1,2,1,5,1,5,4,1,2,2,39
"66820",2,5,4,5,3,6,5,4,2,4,3,2,4,5,5,2,4,2,3,1,6,1,5,5,1,1,5,39
"66824",3,4,4,6,3,4,6,5,3,4,4,4,3,3,4,3,5,4,3,3,4,5,3,4,3,2,1,42
"66826",2,5,5,4,6,2,2,4,3,4,2,1,6,6,6,5,6,5,4,2,6,3,5,5,2,1,5,32
"66830",1,5,5,6,5,3,2,3,4,4,1,1,5,6,4,3,4,5,NA,4,4,3,5,4,2,2,4,42
"66831",5,5,5,5,4,5,4,5,3,2,2,5,4,5,3,2,3,5,2,3,5,4,4,5,3,2,3,19
"66832",2,4,4,5,4,3,1,3,5,5,5,4,2,3,2,2,2,2,4,3,4,5,2,5,5,2,5,62
"66833",1,5,4,6,4,1,6,6,1,3,6,6,2,2,2,4,4,5,3,4,2,5,1,4,5,2,4,36
"66838",1,6,6,6,5,6,6,5,2,2,6,6,5,1,5,2,2,6,4,2,6,1,6,6,1,1,1,18
"66839",2,5,5,4,5,4,2,2,2,3,1,2,5,5,6,4,5,6,3,4,5,2,5,6,2,2,5,31
"66840",4,6,5,6,4,6,4,5,2,2,3,2,5,5,4,2,4,1,2,1,6,4,4,6,4,1,3,24
"66842",3,6,5,5,5,5,4,3,1,1,6,3,6,5,5,4,4,3,2,1,5,2,6,2,2,2,1,20
"66843",3,4,4,2,6,5,3,5,5,5,2,5,4,5,5,3,3,5,5,2,6,2,4,5,5,1,4,30
"66845",1,4,6,2,6,5,5,5,1,3,1,1,6,6,6,4,3,3,2,4,6,6,5,6,2,2,5,23
"66847",1,4,4,5,4,4,3,2,2,4,2,3,5,5,4,4,4,2,2,2,4,1,3,3,2,2,2,23
"66848",1,6,6,5,6,6,6,6,1,2,2,1,6,6,5,3,4,4,2,5,6,4,5,5,1,2,3,18
"66850",4,4,4,4,4,4,5,4,2,2,4,5,3,2,5,2,4,3,3,3,4,1,4,5,2,2,5,27
"66853",1,6,5,5,5,5,4,5,2,2,2,2,4,5,5,2,2,4,3,2,4,3,4,5,3,2,4,24
"66855",1,5,5,6,5,5,4,4,2,5,1,3,4,3,3,2,4,5,5,3,5,3,4,5,2,2,3,19
"66856",1,6,5,6,6,4,5,4,2,4,1,4,3,6,6,5,4,5,5,6,6,3,5,6,1,2,3,39
"66857",3,2,2,4,4,3,5,NA,2,5,3,6,NA,1,4,2,3,2,5,2,6,3,4,6,3,1,4,51
"66858",1,5,5,2,5,5,3,5,2,6,2,4,4,4,5,4,4,4,6,5,6,5,5,6,2,2,NA,16
"66860",2,5,5,4,5,5,4,4,3,4,4,3,5,4,4,1,1,1,2,2,4,4,4,5,5,1,NA,16
"66863",1,5,5,4,5,4,5,4,3,6,6,6,4,2,4,3,4,4,4,4,5,4,4,6,4,2,3,19
"66864",5,5,4,5,4,5,6,5,3,6,4,2,2,5,4,3,2,3,3,1,5,2,6,6,5,1,1,17
"66867",1,4,5,4,5,3,5,4,NA,2,4,2,5,4,4,3,3,3,2,4,5,3,6,5,2,2,5,28
"66868",3,2,2,1,5,2,1,1,4,3,5,5,5,2,4,2,4,4,5,3,4,1,5,6,1,2,4,36
"66869",2,4,5,5,5,5,5,2,2,2,2,3,4,3,3,2,2,1,3,4,6,2,5,5,2,2,4,31
"66872",2,5,5,6,5,5,6,4,2,3,2,4,5,5,4,6,6,5,6,5,5,2,5,2,4,1,3,36
"66873",1,4,2,4,6,5,4,6,1,1,3,4,6,6,6,6,6,4,4,1,6,1,6,6,1,1,5,31
"66879",1,6,6,1,6,NA,4,5,2,2,1,1,6,6,5,1,2,3,6,2,5,1,6,6,3,2,4,19
"66886",1,6,6,6,6,6,6,5,1,1,1,1,6,6,NA,1,1,1,1,1,5,3,6,3,2,1,4,35
"66887",4,1,2,4,2,5,5,4,1,2,5,5,4,1,3,6,6,6,5,6,5,1,6,6,6,1,3,19
"66890",1,6,6,5,6,1,1,3,5,6,4,1,5,6,5,2,2,2,2,1,5,1,6,6,1,2,1,17
"66892",2,5,5,6,4,6,6,6,1,2,4,4,5,4,6,4,4,4,5,4,4,2,4,6,2,2,3,19
"66896",3,3,1,4,3,5,4,2,3,2,3,2,3,3,5,2,NA,1,1,1,6,1,6,6,2,2,NA,15
"66897",4,4,3,1,3,5,5,6,1,2,2,4,4,4,4,4,5,6,4,5,5,3,4,5,2,2,1,18
"66898",2,5,6,4,4,4,4,4,3,5,5,5,3,3,3,5,5,5,6,5,2,5,3,6,4,2,1,14
"66899",5,2,1,1,4,4,2,3,5,6,5,4,4,5,3,6,5,5,6,1,5,6,2,6,4,2,NA,14
"66902",3,4,2,2,3,3,6,6,1,4,3,3,NA,5,6,5,5,5,4,5,6,4,4,4,4,2,5,28
"66903",3,4,3,4,5,3,4,2,4,5,3,5,1,3,2,4,4,3,4,5,4,6,3,5,4,2,3,20
"66905",4,4,4,5,4,4,4,5,4,2,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,20
"66911",4,6,4,2,5,5,4,5,2,5,NA,4,4,4,5,1,3,1,2,1,4,2,4,4,2,1,2,21
"66916",3,2,2,2,2,5,5,4,3,2,6,4,3,1,1,1,2,2,4,3,2,4,4,4,4,1,4,30
"66917",4,1,3,3,5,4,2,4,4,4,4,5,4,4,1,1,2,4,5,NA,4,1,6,4,2,1,4,27
"66918",1,6,5,5,5,5,2,1,1,6,2,4,5,4,3,1,2,4,5,2,6,1,5,6,1,2,5,37
"66919",2,4,4,2,2,5,5,6,2,4,4,4,2,5,1,6,6,6,6,5,6,1,5,6,1,1,4,31
"66920",2,5,5,5,4,5,5,6,1,5,2,4,3,5,2,4,5,2,4,4,2,2,3,5,2,2,4,32
"66921",2,5,5,5,6,4,3,3,4,4,3,2,6,6,5,2,2,2,2,2,6,2,5,6,2,1,1,19
"66924",4,4,3,6,5,4,5,4,1,3,2,3,4,4,5,4,4,4,4,3,4,3,2,4,4,1,3,42
"66925",1,6,5,1,5,6,5,5,2,1,3,3,5,5,5,1,2,3,2,2,NA,1,6,6,1,1,3,20
"66926",1,5,6,6,6,5,5,5,1,5,2,4,6,5,4,4,5,4,3,5,6,4,5,6,3,2,4,24
"66927",1,6,6,6,6,5,5,5,2,4,5,4,5,2,4,2,2,1,1,1,4,2,4,6,2,2,5,27
"66929",1,5,4,6,4,6,5,5,3,4,5,5,2,4,3,1,1,4,4,2,5,2,5,6,2,1,3,21
"66930",2,6,5,6,4,4,5,5,2,2,3,4,4,5,5,2,2,2,2,NA,5,1,5,4,3,2,3,36
"66932",4,2,1,1,2,6,5,6,2,4,6,6,1,1,3,2,4,2,1,3,1,2,1,4,2,1,2,48
"66934",2,5,4,6,2,5,2,4,2,3,3,5,4,4,4,2,4,2,2,1,6,2,6,6,1,1,3,21
"66935",1,5,5,1,2,5,4,3,2,5,2,5,4,2,4,6,6,2,2,2,6,1,4,6,2,2,2,31
"66937",1,6,6,3,6,6,5,6,2,2,4,2,6,6,6,1,3,1,4,4,6,2,6,6,1,2,4,22
"66944",4,4,4,5,5,5,5,3,4,3,3,2,4,6,4,5,3,3,3,4,4,4,4,3,4,2,3,23
"66945",2,4,3,6,5,5,6,5,1,2,2,2,2,6,1,3,4,4,4,5,3,5,4,4,5,2,5,23
"66946",1,5,3,6,3,2,1,4,5,4,5,2,2,3,6,5,4,4,NA,3,4,2,3,4,2,1,4,30
"66947",1,6,5,5,4,5,5,5,2,4,2,3,5,2,6,3,3,3,3,2,6,1,6,6,1,2,5,35
"66949",1,6,4,4,2,5,6,3,3,5,1,1,6,5,6,4,5,2,3,1,6,1,6,6,1,2,3,21
"66953",1,4,4,4,5,2,1,3,6,5,2,2,5,5,5,5,4,6,4,4,5,3,5,6,5,2,3,22
"66960",2,5,5,5,5,3,4,5,4,4,4,6,3,3,4,2,3,3,4,3,4,3,4,5,2,1,5,28
"66962",2,5,5,5,4,5,5,5,3,5,2,4,4,4,5,4,4,2,3,5,4,5,3,5,5,2,3,20
"66965",4,4,2,4,6,5,4,4,3,4,2,4,5,3,5,1,1,1,2,2,5,1,5,4,2,2,4,51
"66968",3,3,4,2,4,5,4,5,5,6,1,3,4,3,5,5,5,5,4,5,4,3,6,5,3,2,2,19
"66970",4,2,6,6,2,6,6,1,3,1,2,1,5,6,1,4,3,4,1,2,5,2,4,5,3,2,4,24
"66982",1,6,6,5,5,5,6,5,1,1,1,2,5,3,6,2,2,2,2,4,6,1,6,5,1,2,5,45
"66983",3,5,4,5,5,6,5,6,5,1,5,NA,5,4,3,1,1,1,1,1,4,2,4,3,5,2,1,21
"66985",2,4,5,5,4,5,5,5,2,2,4,4,4,5,5,1,2,1,3,1,5,4,5,5,2,1,3,26
"66986",5,4,3,4,5,3,3,2,3,5,3,3,4,4,5,3,2,3,5,3,4,2,3,4,2,1,2,22
"66987",1,5,4,5,2,2,5,2,1,4,4,6,4,3,1,3,1,4,6,6,2,4,2,5,2,2,4,50
"66988",1,5,5,5,6,6,4,5,2,5,1,2,4,5,4,3,4,2,4,2,5,2,6,6,2,2,5,36
"66994",4,4,4,4,4,6,5,2,4,6,6,6,1,1,2,5,5,6,6,5,5,1,5,6,1,1,4,50
"66995",1,6,5,4,5,4,6,5,4,5,4,5,5,4,4,5,5,4,4,5,6,1,5,6,2,1,2,22
"66997",2,1,1,1,2,4,1,6,2,4,5,6,1,1,2,3,2,1,5,2,2,5,5,4,2,2,4,23
"67000",1,5,5,5,4,1,1,1,1,4,2,4,3,5,4,2,4,4,1,1,5,2,4,3,1,2,1,15
"67003",1,5,4,2,2,3,1,5,4,6,6,6,1,1,2,5,5,6,5,6,3,2,4,6,4,2,NA,15
"67007",3,2,2,2,3,5,6,2,2,4,6,6,2,2,2,2,2,2,6,3,4,1,4,6,1,1,3,21
"67008",5,5,5,6,5,5,6,5,4,3,4,4,5,5,4,4,4,5,5,4,5,4,5,5,3,2,3,23
"67013",1,6,5,5,6,4,2,4,4,4,2,2,5,6,3,1,1,1,1,1,5,5,4,5,4,2,5,35
"67014",2,6,5,4,5,5,4,5,5,2,4,1,2,4,5,2,2,2,1,1,4,3,5,6,4,2,5,33
"67017",1,5,5,2,6,6,5,4,2,6,5,5,1,5,4,1,4,5,6,6,5,2,4,6,2,2,NA,27
"67018",1,6,6,4,6,6,6,5,1,3,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,2,29
"67019",4,5,4,6,5,6,6,4,1,2,3,2,5,4,4,1,2,4,3,4,5,1,4,5,2,1,3,21
"67022",1,4,5,5,4,3,5,2,4,2,5,4,4,2,2,3,4,5,4,5,5,4,5,4,3,1,3,31
"67023",2,4,5,2,5,5,5,4,1,3,1,2,5,5,6,3,5,2,1,1,5,1,5,4,2,1,3,21
"67024",5,2,3,3,2,6,4,6,2,3,4,5,4,3,5,5,1,2,2,1,5,1,6,6,1,1,5,26
"67025",1,6,6,6,6,6,6,5,1,2,1,3,5,6,6,3,3,5,2,5,5,3,4,5,4,2,3,20
"67026",3,5,3,5,5,2,3,5,3,5,2,1,5,2,5,5,6,4,2,2,6,3,5,3,5,2,5,56
"67027",2,5,5,4,5,5,3,5,2,4,2,5,5,6,4,4,3,4,4,4,5,4,5,5,2,1,5,3
"67029",5,4,2,6,4,5,6,4,2,5,1,6,4,5,4,5,5,4,4,4,6,4,4,5,5,1,2,65
"67031",2,4,3,4,4,5,5,5,2,3,4,5,6,5,5,3,3,4,4,4,5,2,5,5,1,2,3,34
"67033",1,6,5,3,5,5,5,6,3,2,4,5,3,4,4,3,3,4,4,4,4,1,4,5,3,2,4,29
"67034",4,4,5,4,5,4,4,4,3,2,2,2,4,4,4,5,5,6,4,5,4,4,4,4,4,2,4,21
"67036",3,5,4,NA,6,4,5,5,1,2,2,1,5,6,5,3,4,3,5,4,5,4,5,3,4,2,2,32
"67039",2,6,5,4,4,4,4,4,4,6,1,4,4,6,5,4,NA,5,4,1,3,5,2,2,2,1,2,26
"67040",2,2,1,2,3,3,3,2,3,4,4,6,3,2,2,1,4,3,6,1,6,1,2,6,1,1,4,27
"67041",1,5,5,6,6,6,5,6,1,1,4,1,6,6,5,3,4,1,1,1,6,4,6,5,1,2,4,45
"67042",2,4,4,3,4,4,4,4,3,2,5,5,3,3,3,2,2,3,4,3,6,2,4,5,2,1,NA,17
"67043",3,5,5,6,5,5,5,5,2,2,1,4,4,5,5,3,4,5,2,5,5,3,5,5,2,2,3,20
"67045",1,5,4,5,6,6,6,4,1,2,1,2,4,5,4,1,2,1,2,6,4,1,5,6,2,2,2,20
"67046",4,4,5,6,5,6,5,6,1,4,6,6,1,2,1,1,2,1,5,4,5,1,4,6,4,1,4,43
"67049",2,5,6,4,5,5,6,5,1,1,4,2,2,5,6,2,4,2,2,2,5,2,3,5,1,2,5,26
"67055",1,5,5,5,5,6,5,6,1,2,2,4,2,5,5,1,2,1,1,1,5,1,4,4,5,1,4,55
"67056",1,6,6,6,6,6,5,6,2,5,5,1,6,6,6,2,5,4,2,2,6,1,5,6,1,2,5,38
"67057",2,3,4,5,4,6,5,5,1,2,2,5,2,5,4,5,5,6,NA,4,5,1,6,6,1,2,4,32
"67059",2,6,4,4,4,4,6,3,1,3,6,5,4,4,3,2,4,6,4,6,3,5,2,6,1,2,1,19
"67064",2,5,6,5,5,NA,6,5,4,4,2,2,6,5,5,2,2,2,5,4,5,5,5,2,4,1,3,22
"67065",1,6,5,2,5,5,2,4,2,2,4,2,3,5,5,1,4,2,1,1,5,3,5,3,4,2,3,21
"67066",1,6,6,5,6,5,5,2,2,6,1,1,5,6,5,4,5,4,5,1,5,3,6,6,1,2,5,40
"67070",2,4,4,6,3,NA,6,4,2,2,1,1,4,5,2,1,2,2,5,2,2,5,2,3,2,2,4,19
"67072",3,3,4,4,5,4,5,5,2,1,5,3,5,5,3,4,4,3,2,4,4,5,4,5,4,1,3,23
"67073",6,6,6,6,6,3,6,6,1,1,6,1,6,6,4,6,6,6,6,6,6,1,6,6,1,1,1,18
"67075",2,5,5,5,5,5,3,4,2,3,2,2,4,4,5,2,2,1,1,2,5,2,5,2,2,1,3,32
"67078",1,6,6,5,3,5,4,5,2,5,2,4,5,1,5,2,2,3,3,3,6,1,6,5,1,1,1,49
"67079",1,5,5,6,6,5,5,5,1,2,1,1,5,6,5,1,1,1,1,2,5,1,5,4,2,2,3,42
"67080",1,5,6,5,6,1,1,2,6,6,2,4,5,3,5,2,4,5,5,1,6,1,5,4,1,2,NA,31
"67082",4,5,5,5,5,5,6,5,5,5,1,3,5,6,4,6,4,5,3,6,4,5,5,5,5,2,3,23
"67085",1,6,6,5,4,6,5,5,2,1,5,5,4,2,5,4,4,4,2,1,6,1,6,6,2,2,5,30
