"","id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"73097","guilloz01",1995,1,"CHA","AL",122,415,50,103,20,3,1,41,6,7,13,25,1,0,4,1,11
"73099","guthrma01",1995,1,"MIN","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73106","hamilda02",1995,1,"ML4","AL",112,398,54,108,20,6,5,44,11,1,47,35,3,3,8,3,9
"73108","hammoje01",1995,1,"BAL","AL",57,178,18,43,9,1,4,23,4,2,9,30,0,1,1,2,3
"73115","harpebr01",1995,1,"OAK","AL",2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73121","hatchbi01",1995,1,"TEX","AL",6,12,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"73126","helliri01",1995,1,"TEX","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73127","henderi01",1995,1,"OAK","AL",112,407,67,122,31,1,9,54,32,10,72,66,2,4,1,3,8
"73132","hernaro01",1995,1,"CHA","AL",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73134","hershor01",1995,1,"CLE","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73137","hillke01",1995,2,"CLE","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73138","hitchst01",1995,1,"NYA","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73143","honeyri01",1995,1,"OAK","AL",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73144","honeyri01",1995,2,"NYA","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73166","javiest01",1995,1,"OAK","AL",130,442,81,123,20,2,8,56,36,5,49,63,3,4,5,4,8
"73171","johnsla03",1995,1,"CHA","AL",142,607,98,186,18,12,10,57,40,6,32,31,2,1,2,3,7
"73172","johnsra05",1995,1,"SEA","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73173","jonesdo01",1995,1,"BAL","AL",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73176","joynewa01",1995,1,"KCA","AL",131,465,69,144,28,0,12,83,3,2,69,65,10,2,5,9,10
"73182","keyji01",1995,1,"NYA","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73191","kreutch01",1995,1,"SEA","AL",26,75,12,17,5,0,1,8,0,0,5,22,0,2,1,0,0
"73193","kruegbi01",1995,2,"SEA","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73195","langsma01",1995,1,"CAL","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73197","lawtoma02",1995,1,"MIN","AL",21,60,11,19,4,1,1,12,1,1,7,11,0,3,0,0,1
"73200","leiteal01",1995,1,"TOR","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73203","leyriji01",1995,1,"NYA","AL",77,264,37,71,12,0,7,37,1,1,37,73,2,8,0,1,4
"73213","loftoke01",1995,1,"CLE","AL",118,481,93,149,22,13,7,53,54,15,40,49,6,1,4,3,6
"73222","maddumi01",1995,2,"BOS","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73226","maldoca01",1995,1,"TOR","AL",61,160,22,43,13,0,7,25,1,1,25,45,0,2,0,3,5
"73227","maldoca01",1995,2,"TEX","AL",13,30,6,7,3,0,2,5,0,1,7,5,0,0,0,0,1
"73232","martida01",1995,1,"CHA","AL",119,303,49,93,16,4,5,37,8,2,32,41,2,1,9,4,6
"73233","martide01",1995,1,"CLE","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73234","martied01",1995,1,"SEA","AL",145,511,121,182,52,0,29,113,4,3,116,87,19,8,0,4,11
"73237","martiti02",1995,1,"SEA","AL",141,519,92,152,35,3,31,111,0,0,62,91,15,4,2,6,10
"73244","maynebr01",1995,1,"KCA","AL",110,307,23,77,18,1,1,27,0,1,25,41,1,3,11,1,16
"73251","mcgeewi01",1995,1,"BOS","AL",67,200,32,57,11,3,2,15,5,2,9,41,0,0,5,3,5
"73253","mcgwima01",1995,1,"OAK","AL",104,317,75,87,13,0,39,90,1,1,88,77,5,11,0,6,9
"73254","mclemma01",1995,1,"TEX","AL",129,467,73,122,20,5,5,41,21,11,59,71,6,3,10,3,10
"73262","mesajo01",1995,1,"CLE","AL",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73268","molitpa01",1995,1,"TOR","AL",130,525,63,142,31,2,15,60,12,0,61,57,1,5,3,4,10
"73274","moyerja01",1995,1,"BAL","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73277","murraed02",1995,1,"CLE","AL",113,436,68,141,21,0,21,82,5,1,39,65,5,0,0,5,12
"73279","mussimi01",1995,1,"BAL","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73280","myersgr01",1995,1,"CAL","AL",85,273,35,71,12,2,9,38,0,1,17,49,3,1,1,2,4
"73281","myersmi01",1995,2,"DET","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73284","nelsoje01",1995,1,"SEA","AL",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73285","nevinph01",1995,2,"DET","AL",29,96,9,21,3,1,2,12,0,0,11,27,0,3,0,0,3
"73292","nixonot01",1995,1,"TEX","AL",139,589,87,174,21,2,0,45,50,21,58,85,1,0,6,3,6
"73299","olerujo01",1995,1,"TOR","AL",135,492,72,143,32,0,8,54,0,0,84,54,10,4,0,1,17
"73300","oliveda02",1995,1,"TEX","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73301","olivejo01",1995,1,"ML4","AL",97,337,43,92,20,0,12,51,2,4,27,66,1,3,2,0,11
"73302","olsongr01",1995,1,"CLE","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73303","olsongr01",1995,2,"KCA","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73304","oneilpa01",1995,1,"NYA","AL",127,460,82,138,30,4,22,96,1,2,71,76,8,1,0,11,25
"73307","oroscje01",1995,1,"BAL","AL",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73311","palmede01",1995,1,"TEX","AL",36,119,30,40,6,0,9,24,1,1,21,21,1,4,0,1,2
"73313","palmera01",1995,1,"BAL","AL",143,554,89,172,30,2,39,104,3,1,62,65,5,3,0,5,12
"73316","parrila02",1995,1,"TOR","AL",70,178,15,36,9,0,4,22,0,0,15,52,0,1,6,2,4
"73322","penaal01",1995,1,"BOS","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73323","penato01",1995,1,"CLE","AL",91,263,25,69,15,0,5,28,1,0,14,44,1,1,1,0,9
"73333","phillto02",1995,1,"CAL","AL",139,525,119,137,21,1,27,61,13,10,113,135,6,3,1,1,5
"73339","plunker01",1995,1,"CLE","AL",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73340","polonlu01",1995,1,"NYA","AL",67,238,37,62,9,3,2,15,10,4,25,29,1,0,2,4,3
"73341","pooleji02",1995,1,"CLE","AL",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73349","raineti01",1995,1,"CHA","AL",133,502,81,143,25,4,12,67,13,2,70,52,3,3,3,3,8
"73350","ramirma02",1995,1,"CLE","AL",137,484,85,149,26,1,31,107,6,6,75,112,6,5,2,5,13
"73352","rasmude01",1995,1,"KCA","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73356","rhodear01",1995,1,"BAL","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73358","righeda01",1995,1,"CHA","AL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73361","ripkeca01",1995,1,"BAL","AL",144,550,71,144,33,2,17,88,0,1,52,59,6,2,1,8,15
"73373","rodriiv01",1995,1,"TEX","AL",130,492,56,149,32,2,12,67,0,2,16,48,2,4,0,5,11
"73377","rogerke01",1995,1,"TEX","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73380","russeje01",1995,1,"TEX","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73384","samueju01",1995,1,"DET","AL",76,171,28,48,10,1,10,34,5,4,24,38,0,2,1,0,3
"73385","samueju01",1995,2,"KCA","AL",15,34,3,6,0,0,2,5,1,0,5,11,1,0,0,0,0
"73386","sandesc01",1995,1,"CAL","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73389","schofdi02",1995,2,"CAL","AL",12,20,1,5,0,0,0,2,0,0,4,2,0,0,2,0,1
"73392","seleaa01",1995,1,"BOS","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73397","sierrru01",1995,1,"OAK","AL",70,264,40,70,17,0,12,42,4,4,24,42,2,0,0,3,2
"73398","sierrru01",1995,2,"NYA","AL",56,215,33,56,15,0,7,44,1,0,22,34,2,0,0,5,6
"73404","smithle02",1995,1,"CAL","AL",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73406","smithza01",1995,1,"BOS","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73408","snowjt01",1995,1,"CAL","AL",143,544,80,157,22,1,24,102,2,1,52,91,4,3,5,2,16
"73410","sojolu01",1995,1,"SEA","AL",102,339,50,98,18,2,7,39,4,2,23,19,0,1,6,1,9
"73414","sprinru01",1995,1,"CAL","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73416","stairma01",1995,1,"BOS","AL",39,88,8,23,7,1,1,17,0,1,4,14,0,1,1,1,4
"73417","stanlmi02",1995,1,"NYA","AL",118,399,63,107,29,1,18,83,1,1,57,106,1,5,0,9,14
"73418","stantmi02",1995,2,"BOS","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73422","stewada01",1995,1,"OAK","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73424","stottto01",1995,1,"OAK","AL",31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73426","strawda01",1995,1,"NYA","AL",32,87,15,24,4,1,3,13,0,0,10,22,1,2,0,0,0
"73429","suppaje01",1995,1,"BOS","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73430","surhobj01",1995,1,"ML4","AL",117,415,72,133,26,3,13,73,7,3,37,43,4,4,2,4,7
"73432","tapanke01",1995,1,"MIN","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73433","tartada01",1995,1,"NYA","AL",59,192,25,43,12,0,6,28,0,0,33,54,1,1,0,4,6
"73434","tartada01",1995,2,"OAK","AL",24,88,9,23,4,0,2,7,0,2,10,28,0,0,0,0,3
"73435","tavarju01",1995,1,"CLE","AL",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73439","thomafr04",1995,1,"CHA","AL",145,493,102,152,27,0,40,111,3,2,136,74,29,6,0,12,14
"73442","thomeji01",1995,1,"CLE","AL",137,452,92,142,29,3,25,73,4,3,97,113,3,5,0,3,8
"73444","timlimi01",1995,1,"TOR","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73450","trammal01",1995,1,"DET","AL",74,223,28,60,12,0,2,23,3,1,27,19,4,0,3,2,8
"73458","valenjo03",1995,1,"ML4","AL",112,338,62,74,23,3,11,49,16,8,37,83,0,0,7,4,0
"73463","vaughgr01",1995,1,"ML4","AL",108,392,67,88,19,1,17,59,10,4,55,89,3,0,0,4,10
"73465","velarra01",1995,1,"NYA","AL",111,367,60,102,19,1,7,46,5,1,55,64,0,4,3,3,9
"73466","venturo01",1995,1,"CHA","AL",135,492,79,145,22,0,26,93,4,3,75,98,11,1,1,8,8
"73467","villoro01",1995,1,"SEA","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73470","vizquom01",1995,1,"CLE","AL",136,542,87,144,28,0,6,56,29,11,59,59,0,1,10,10,4
"73474","wakefti01",1995,1,"BOS","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73483","wellsda01",1995,1,"DET","AL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73486","whitalo01",1995,1,"DET","AL",84,249,36,73,14,0,14,44,4,0,31,41,4,2,0,3,6
"73487","whitede03",1995,1,"TOR","AL",101,427,61,121,23,5,10,53,11,2,29,97,1,5,1,3,5
"73489","whitema01",1995,1,"BOS","AL",32,108,13,20,3,0,1,10,1,0,8,23,0,0,0,1,5
"73494","wickmbo01",1995,1,"NYA","AL",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73496","willibe02",1995,1,"NYA","AL",144,563,93,173,29,9,18,82,8,6,75,98,1,5,2,3,12
"73498","willige02",1995,1,"NYA","AL",100,182,33,45,18,2,6,28,4,2,22,34,1,1,0,3,4
"73501","williwo02",1995,1,"TOR","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73503","winfida01",1995,1,"CLE","AL",46,115,11,22,5,0,2,4,1,0,14,26,2,1,0,0,5
"73504","wittbo01",1995,2,"TEX","AL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73509","zaungr01",1995,1,"BAL","AL",40,104,18,27,5,0,3,14,1,1,16,14,0,0,2,0,2
"73515","aloumo01",1995,1,"MON","NL",93,344,48,94,22,0,14,58,4,3,29,56,6,9,0,4,9
"73523","ashbyan01",1995,1,"SDN","NL",31,49,2,8,1,0,0,3,1,0,1,24,0,0,17,0,0
"73525","astacpe01",1995,1,"LAN","NL",48,24,0,3,1,0,0,0,0,0,1,9,0,0,2,0,1
"73528","ausmubr01",1995,1,"SDN","NL",103,328,44,96,16,4,5,34,16,5,31,56,3,2,4,4,6
"73530","bagweje01",1995,1,"HOU","NL",114,448,88,130,29,0,21,87,12,5,79,102,12,6,0,6,9
"73544","bedrost01",1995,1,"ATL","NL",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73545","bellda01",1995,2,"SLN","NL",39,144,13,36,7,2,2,19,1,2,4,25,0,2,0,1,0
"73547","bellira01",1995,1,"ATL","NL",75,180,12,40,2,1,0,7,2,2,6,28,2,2,4,0,4
"73548","bellja01",1995,1,"PIT","NL",138,530,79,139,28,4,13,55,2,5,55,110,1,4,3,1,13
"73551","benesan01",1995,1,"SDN","NL",19,40,2,6,1,0,0,3,0,0,1,18,0,0,3,0,1
"73559","bicheda01",1995,1,"COL","NL",139,579,102,197,38,2,40,128,13,9,22,96,5,4,0,7,16
"73560","biggicr01",1995,1,"HOU","NL",141,553,123,167,30,2,22,77,33,8,80,85,1,22,11,7,6
"73566","bondsba01",1995,1,"SFN","NL",144,506,109,149,30,7,33,104,31,10,120,83,22,5,0,4,12
"73567","bonilbo01",1995,1,"NYN","NL",80,317,49,103,25,4,18,53,0,3,31,48,10,1,0,2,11
"73568","boonebr01",1995,1,"CIN","NL",138,513,63,137,34,2,15,68,5,1,41,84,0,6,5,5,14
"73570","bordepa01",1995,2,"HOU","NL",11,35,1,4,0,0,0,0,0,0,2,7,1,0,0,0,2
"73589","burbada01",1995,1,"SFN","NL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73590","burbada01",1995,2,"CIN","NL",15,15,2,1,0,0,0,0,0,0,3,9,0,0,4,0,0
"73592","burkejo03",1995,1,"FLO","NL",31,66,3,7,1,0,0,3,0,0,2,23,0,1,4,0,1
"73593","burksel01",1995,1,"COL","NL",103,278,41,74,10,6,14,49,7,3,39,72,0,2,1,1,7
"73595","butlebr01",1995,1,"NYN","NL",90,367,54,114,13,7,1,25,21,7,43,42,2,0,6,2,4
"73596","butlebr01",1995,2,"LAN","NL",39,146,24,40,5,2,0,13,11,1,24,9,0,0,4,4,1
"73598","caminke01",1995,1,"SDN","NL",143,526,74,159,33,0,26,94,12,5,69,94,8,1,0,6,11
"73599","candito01",1995,1,"LAN","NL",30,55,2,6,0,0,0,2,0,0,3,16,0,0,5,0,1
"73610","castivi02",1995,1,"COL","NL",139,527,82,163,34,2,32,90,2,8,30,87,2,4,4,6,15
"73614","charlno01",1995,1,"PHI","NL",25,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"73620","claytro01",1995,1,"SFN","NL",138,509,56,124,29,3,5,58,24,9,38,109,1,3,4,3,7
"73622","colbrgr01",1995,1,"FLO","NL",138,528,70,146,22,1,23,89,11,3,22,69,4,6,0,4,15
"73623","colesda01",1995,1,"SLN","NL",63,138,13,31,7,0,3,16,0,0,16,20,1,3,0,1,1
"73624","coninje01",1995,1,"FLO","NL",133,483,72,146,26,2,25,105,2,0,66,94,5,1,0,12,13
"73626","cordewi01",1995,1,"MON","NL",131,514,64,147,35,2,10,49,9,5,36,88,4,9,1,4,11
"73636","daultda01",1995,1,"PHI","NL",98,342,44,85,19,3,9,55,3,0,55,52,2,5,0,2,4
"73637","dawsoan01",1995,1,"FLO","NL",79,226,30,58,10,3,8,37,0,0,9,45,1,8,0,3,7
"73639","deleojo01",1995,2,"MON","NL",7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"73652","duncama01",1995,1,"PHI","NL",52,196,20,56,12,1,3,23,1,2,0,43,0,1,1,3,6
"73653","duncama01",1995,2,"CIN","NL",29,69,16,20,2,1,3,13,0,1,5,19,0,0,0,2,1
"73654","dunstsh01",1995,1,"CHN","NL",127,477,58,141,30,6,14,69,10,5,10,75,3,6,7,3,8
"73659","eisenji01",1995,1,"PHI","NL",129,377,46,119,22,2,10,55,10,0,38,44,4,1,2,5,7
"73666","evereca01",1995,1,"NYN","NL",79,289,48,75,13,1,12,54,2,5,39,67,2,2,1,0,11
"73669","fasseje01",1995,1,"MON","NL",30,57,6,4,0,0,0,1,0,0,5,29,0,0,8,0,0
"73670","fernasi01",1995,2,"PHI","NL",11,23,1,1,0,0,0,1,0,0,1,15,0,0,1,0,0
"73671","finlest01",1995,1,"SDN","NL",139,562,104,167,23,8,10,44,36,12,59,62,5,3,4,2,8
"73672","fletcda01",1995,1,"MON","NL",110,350,42,100,21,1,11,45,0,1,32,23,1,4,1,2,15
"73677","floydcl01",1995,1,"MON","NL",29,69,6,9,1,0,1,8,3,0,7,22,0,1,0,0,1
"73678","foleyto02",1995,1,"MON","NL",11,24,2,5,2,0,0,2,1,0,2,4,0,0,0,0,2
"73684","francjo01",1995,1,"NYN","NL",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73692","galaran01",1995,1,"COL","NL",143,554,89,155,29,3,31,106,12,2,32,146,6,13,0,5,14
"73694","gantro01",1995,1,"CIN","NL",119,410,79,113,19,4,29,88,23,8,74,108,5,3,1,5,11
"73705","girarjo01",1995,1,"COL","NL",125,462,63,121,17,2,8,55,3,3,29,76,0,2,12,1,15
"73706","glavito02",1995,1,"ATL","NL",29,63,6,14,1,0,1,8,0,0,2,15,0,1,8,0,0
"73709","gonzalu01",1995,1,"HOU","NL",56,209,35,54,10,4,6,35,1,3,18,30,3,3,1,3,8
"73710","gonzalu01",1995,2,"CHN","NL",77,262,34,76,19,4,7,34,5,5,39,33,5,3,0,3,8
"73711","gottji01",1995,1,"PIT","NL",25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73712","gracema01",1995,1,"CHN","NL",143,552,97,180,51,3,16,92,6,2,65,46,9,2,1,7,10
"73720","grissma02",1995,1,"ATL","NL",139,551,80,142,23,3,12,42,29,9,47,61,4,3,1,4,8
"73721","groombu01",1995,2,"FLO","NL",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73725","guthrma01",1995,2,"LAN","NL",24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73728","gwynnto01",1995,1,"SDN","NL",135,535,82,197,33,1,9,90,17,5,35,15,10,1,0,6,20
"73736","hanseda01",1995,1,"LAN","NL",100,181,19,52,10,0,1,14,0,0,28,28,4,1,0,1,4
"73738","harnipe01",1995,1,"NYN","NL",18,33,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0
"73740","harrigr01",1995,1,"MON","NL",45,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"73741","harrile01",1995,1,"CIN","NL",101,197,32,41,8,3,2,16,10,1,14,20,0,0,3,1,6
"73744","hayesch01",1995,1,"PHI","NL",141,529,58,146,30,3,11,85,5,1,50,88,2,4,0,6,22
"73754","hernajo01",1995,1,"CHN","NL",93,245,37,60,11,4,13,40,1,0,13,69,3,0,8,2,8
"73758","hillgl01",1995,1,"SFN","NL",132,497,71,131,29,4,24,86,25,5,39,98,4,1,0,2,11
"73759","hillke01",1995,1,"SLN","NL",18,31,1,6,0,0,0,3,0,0,2,10,0,0,5,1,0
"73760","hoffmtr01",1995,1,"SDN","NL",55,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0
"73762","hollato01",1995,1,"LAN","NL",41,103,16,24,2,0,5,13,2,1,10,29,2,1,0,1,1
"73764","holmeda01",1995,1,"COL","NL",68,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"73779","jacksda02",1995,1,"SLN","NL",19,31,1,5,2,0,0,2,0,0,1,16,0,0,4,0,0
"73780","jacksmi02",1995,1,"CIN","NL",40,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"73782","jarvike01",1995,1,"CIN","NL",19,21,2,3,1,0,0,0,0,0,0,8,0,1,1,0,0
"73783","jeffegr01",1995,1,"PHI","NL",114,480,69,147,31,2,11,56,9,5,35,26,5,0,0,6,15
"73792","jonesto02",1995,1,"HOU","NL",68,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"73793","jordabr01",1995,1,"SLN","NL",131,490,83,145,20,4,22,81,24,9,22,79,4,11,0,2,5
"73796","justida01",1995,1,"ATL","NL",120,411,73,104,17,2,24,78,4,2,73,68,5,2,0,5,5
"73800","kellyro01",1995,1,"MON","NL",24,95,11,26,4,0,1,9,4,3,7,14,1,2,0,0,4
"73801","kellyro01",1995,2,"LAN","NL",112,409,47,114,19,2,6,48,15,7,15,65,5,4,0,7,10
"73802","kentje01",1995,1,"NYN","NL",125,472,65,131,22,3,20,65,3,3,29,89,3,8,1,4,9
"73806","kleskry01",1995,1,"ATL","NL",107,329,48,102,25,2,23,70,5,4,47,72,10,2,0,3,8
"73811","kruegbi01",1995,1,"SDN","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73814","lankfra01",1995,1,"SLN","NL",132,483,81,134,35,2,25,82,24,8,63,110,6,2,0,5,10
"73816","larkiba01",1995,1,"CIN","NL",131,496,98,158,29,6,15,66,51,5,61,49,2,3,3,4,6
"73824","lewisda01",1995,1,"SFN","NL",74,309,47,78,10,3,1,16,21,7,17,37,0,6,7,1,6
"73825","lewisda01",1995,2,"CIN","NL",58,163,19,40,3,0,0,8,11,11,17,20,0,2,5,0,3
"73832","loaizes01",1995,1,"PIT","NL",33,52,4,10,1,1,0,2,0,0,1,11,0,0,7,1,1
"73835","lopezja01",1995,1,"ATL","NL",100,333,37,105,11,4,14,51,0,1,14,57,0,2,0,3,13
"73836","mabryjo01",1995,1,"SLN","NL",129,388,35,119,21,1,5,41,0,3,24,45,5,2,0,4,6
"73837","maddugr01",1995,1,"ATL","NL",28,72,8,11,2,0,0,0,0,0,3,22,0,0,6,0,0
"73838","maddumi01",1995,1,"PIT","NL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73839","magadda01",1995,1,"HOU","NL",127,348,44,109,24,0,2,51,2,1,71,56,9,0,1,2,9
"73846","martipe02",1995,1,"MON","NL",30,63,2,7,0,0,0,2,0,0,0,30,0,2,5,2,1
"73858","mcelrch01",1995,1,"CIN","NL",44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73859","mcgrifr01",1995,1,"ATL","NL",144,528,85,148,27,1,27,93,3,6,65,99,6,5,0,6,19
"73864","merceor01",1995,1,"PIT","NL",132,487,75,146,29,4,15,83,7,2,52,74,9,1,0,5,9
"73865","merckke01",1995,1,"ATL","NL",29,48,1,5,3,0,0,5,0,0,0,17,0,0,6,0,0
"73866","micelda01",1995,1,"PIT","NL",58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73872","mondera01",1995,1,"LAN","NL",139,536,91,153,23,6,26,88,27,4,33,96,4,4,0,7,7
"73876","morgami01",1995,1,"CHN","NL",4,7,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0
"73877","morgami01",1995,2,"SLN","NL",17,31,1,1,0,0,0,0,0,0,3,18,0,0,3,0,0
"73881","mulhote01",1995,1,"SFN","NL",30,49,3,5,1,1,1,3,0,0,1,22,0,0,3,1,1
"73888","myersmi01",1995,1,"FLO","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73889","myersra01",1995,1,"CHN","NL",57,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"73893","neaglde01",1995,1,"PIT","NL",32,74,5,9,3,0,1,8,0,0,4,26,0,0,5,0,0
"73895","nevinph01",1995,1,"HOU","NL",18,60,4,7,1,0,0,1,1,0,7,13,1,1,1,0,2
"73903","obriech01",1995,1,"ATL","NL",67,198,18,45,7,0,9,23,0,1,29,40,2,6,0,0,8
"73905","offerjo01",1995,1,"LAN","NL",119,429,69,123,14,6,4,33,2,7,69,67,0,3,10,0,5
"73908","olivaom01",1995,1,"COL","NL",12,7,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0
"73909","olivaom01",1995,2,"PHI","NL",5,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0
"73920","parenma01",1995,1,"PIT","NL",69,233,25,54,9,0,15,33,0,0,23,62,2,0,1,0,5
"73921","parenma01",1995,2,"CHN","NL",12,32,5,8,2,0,3,5,0,0,3,7,0,0,0,0,1
"73922","parkch01",1995,1,"LAN","NL",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73929","penaal01",1995,2,"FLO","NL",13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73930","penaal01",1995,3,"ATL","NL",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73932","pendlte01",1995,1,"FLO","NL",133,513,70,149,32,1,14,78,1,2,38,84,7,2,0,4,7
"73943","piazzmi01",1995,1,"LAN","NL",112,434,82,150,17,0,32,93,1,0,39,80,10,1,0,1,10
"73946","plesada01",1995,1,"PIT","NL",58,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"73947","polonlu01",1995,2,"ATL","NL",28,53,6,14,7,0,0,2,3,0,3,9,0,0,1,0,0
"73948","portuma01",1995,1,"SFN","NL",17,29,1,3,2,0,0,1,0,0,2,6,0,0,7,0,1
"73949","portuma01",1995,2,"CIN","NL",14,29,4,5,3,0,0,4,0,0,3,7,0,0,1,0,0
"73953","prattto02",1995,1,"CHN","NL",25,60,3,8,2,0,0,4,0,0,6,21,1,0,0,1,1
"73955","princto01",1995,1,"LAN","NL",18,40,3,8,2,1,1,4,0,0,4,10,0,0,0,0,0
"73960","quantpa01",1995,1,"PHI","NL",33,57,5,6,0,0,0,0,0,0,3,24,0,0,7,0,1
"73962","readyra01",1995,1,"PHI","NL",23,29,3,4,0,0,0,0,0,1,3,6,0,0,1,0,2
"73963","reedje02",1995,1,"SFN","NL",66,113,12,30,2,0,0,9,0,0,20,17,3,0,1,0,3
"73965","reedri01",1995,1,"CIN","NL",4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"73966","reedst01",1995,1,"COL","NL",71,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
