Status,Province,Date,Actors,count
Non-Civilian,Homs,2013-04,Syrian government and affiliated militias,10
Civilian,Homs,2013-04,Syrian government and affiliated militias,2
Civilian,Sweida,2013-04,,2
Non-Civilian,Raqqa,2013-04,,17
Civilian,Tartous,2013-04,,2
Non-Civilian,Lattakia,2013-04,,6
Civilian,Idlib,2013-04,Syrian government and affiliated militias,1
Civilian,Daraa,2013-04,Syrian government and affiliated militias,1
Non-Civilian,Damascus Suburbs,2013-04,Not identified,1
Civilian,Damascus Suburbs,2013-04,Syrian government and affiliated militias,5
Non-Civilian,Sweida,2013-04,,3
Non-Civilian,Aleppo,2013-04,Not identified,1
Non-Civilian,Hama,2013-04,Syrian government and affiliated militias,1
Civilian,Other Nationalities,2013-04,,3
Civilian,Quneitra,2013-04,Not identified,1
Non-Civilian,Hasakeh,2013-04,,1
Civilian,Hama,2013-04,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2013-04,Syrian government and affiliated militias,1
Civilian,Quneitra,2013-03,,33
Non-Civilian,Damascus Suburbs,2013-03,,291
Non-Civilian,Idlib,2013-03,,132
Civilian,Damascus Suburbs,2013-03,,745
Civilian,Idlib,2013-03,,197
Civilian,Damascus,2013-03,,367
Civilian,Homs,2013-03,Syrian government and affiliated militias,3
Non-Civilian,Homs,2013-03,,231
Civilian,Hama,2013-03,,137
Non-Civilian,Damascus,2013-03,,89
Civilian,Aleppo,2013-03,,531
Civilian,Homs,2013-03,,300
Non-Civilian,Aleppo,2013-03,,194
Non-Civilian,Deir Ezzor,2013-03,,99
Non-Civilian,Hama,2013-03,,56
Non-Civilian,Raqqa,2013-03,,34
Civilian,Hasakeh,2013-03,,51
Civilian,Deir Ezzor,2013-03,,93
Civilian,Lattakia,2013-03,,10
Non-Civilian,Daraa,2013-03,,182
Civilian,Daraa,2013-03,,204
Civilian,Other Nationalities,2013-03,,3
Civilian,Damascus Suburbs,2013-03,Syrian government and affiliated militias,3
Civilian,Hama,2013-03,Syrian government and affiliated militias,6
Non-Civilian,Quneitra,2013-03,,21
Non-Civilian,Other Nationalities,2013-03,,37
Civilian,Sweida,2013-03,,3
Civilian,Tartous,2013-03,,2
Non-Civilian,Lattakia,2013-03,,9
Non-Civilian,Hama,2013-03,Syrian government and affiliated militias,2
Non-Civilian,Hasakeh,2013-03,,7
Non-Civilian,Homs,2013-03,Syrian government and affiliated militias,11
Civilian,Raqqa,2013-03,,97
Non-Civilian,Deir Ezzor,2013-03,Syrian government and affiliated militias,1
Non-Civilian,Tartous,2013-03,,3
Non-Civilian,Damascus Suburbs,2013-03,Syrian government and affiliated militias,1
Civilian,Damascus,2013-03,Syrian government and affiliated militias,2
Non-Civilian,Damascus Suburbs,2013-02,,234
Civilian,Aleppo,2013-02,,818
Civilian,Damascus Suburbs,2013-02,,650
Non-Civilian,Aleppo,2013-02,,281
Civilian,Damascus,2013-02,,345
Civilian,Deir Ezzor,2013-02,,61
Non-Civilian,Hama,2013-02,,76
Non-Civilian,Other Nationalities,2013-02,,58
Non-Civilian,Deir Ezzor,2013-02,,133
Non-Civilian,Daraa,2013-02,,104
Civilian,Daraa,2013-02,,206
Civilian,Homs,2013-02,,231
Civilian,Hama,2013-02,,178
Non-Civilian,Idlib,2013-02,,89
Civilian,Idlib,2013-02,,182
Non-Civilian,Damascus,2013-02,,76
Non-Civilian,Tartous,2013-02,,2
Non-Civilian,Homs,2013-02,,103
Non-Civilian,Quneitra,2013-02,,4
Civilian,Raqqa,2013-02,,55
Civilian,Sweida,2013-02,,2
Non-Civilian,Hama,2013-02,Syrian government and affiliated militias,5
Non-Civilian,Homs,2013-02,Syrian government and affiliated militias,3
Non-Civilian,Damascus Suburbs,2013-02,Syrian government and affiliated militias,1
Civilian,Unknown,2013-02,Armed opposition groups,1
Non-Civilian,Raqqa,2013-02,,24
Civilian,Hasakeh,2013-02,,17
Civilian,Other Nationalities,2013-02,,4
Non-Civilian,Hasakeh,2013-02,,12
Civilian,Homs,2013-02,Syrian government and affiliated militias,8
Civilian,Quneitra,2013-02,,3
Civilian,Daraa,2013-02,Syrian government and affiliated militias,2
Civilian,Damascus Suburbs,2013-02,Not identified,1
Non-Civilian,Deir Ezzor,2013-02,Syrian government and affiliated militias,1
Civilian,Hasakeh,2013-02,Syrian government and affiliated militias,1
Civilian,Damascus,2013-02,Syrian government and affiliated militias,1
Civilian,Hama,2013-02,Syrian government and affiliated militias,3
Civilian,Lattakia,2013-02,,2
Civilian,Damascus Suburbs,2013-02,Syrian government and affiliated militias,2
Civilian,Quneitra,2013-02,Not identified,1
Non-Civilian,Lattakia,2013-02,,2
Non-Civilian,Sweida,2013-02,,2
Non-Civilian,Idlib,2013-02,Syrian government and affiliated militias,1
Civilian,Idlib,2013-01,,273
Civilian,Damascus Suburbs,2013-01,,924
Non-Civilian,Damascus Suburbs,2013-01,,158
Civilian,Aleppo,2013-01,,704
Non-Civilian,Daraa,2013-01,,163
Civilian,Tartous,2013-01,,3
Non-Civilian,Homs,2013-01,,153
Civilian,Homs,2013-01,,372
Civilian,Damascus,2013-01,,254
Civilian,Daraa,2013-01,,187
Non-Civilian,Other Nationalities,2013-01,,32
Non-Civilian,Aleppo,2013-01,,165
Non-Civilian,Hama,2013-01,,52
Non-Civilian,Deir Ezzor,2013-01,,86
Non-Civilian,Damascus,2013-01,,44
Non-Civilian,Idlib,2013-01,,142
Civilian,Hasakeh,2013-01,,21
Civilian,Quneitra,2013-01,,12
Civilian,Deir Ezzor,2013-01,,84
Non-Civilian,Quneitra,2013-01,,3
Non-Civilian,Hasakeh,2013-01,,15
Civilian,Hama,2013-01,,176
Non-Civilian,Lattakia,2013-01,,9
Non-Civilian,Homs,2013-01,Syrian government and affiliated militias,7
Non-Civilian,Raqqa,2013-01,,19
Non-Civilian,Hama,2013-01,Syrian government and affiliated militias,5
Civilian,Lattakia,2013-01,,14
Civilian,Raqqa,2013-01,,49
Civilian,Hama,2013-01,Syrian government and affiliated militias,9
Civilian,Other Nationalities,2013-01,,4
Civilian,Hama,2013-01,Armed opposition groups,1
Civilian,Aleppo,2013-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2013-01,Syrian government and affiliated militias,6
Non-Civilian,Hasakeh,2013-01,Syrian government and affiliated militias,1
Non-Civilian,Tartous,2013-01,,1
Civilian,Damascus Suburbs,2013-01,Syrian government and affiliated militias,8
Non-Civilian,Deir Ezzor,2013-01,Syrian government and affiliated militias,1
Civilian,Sweida,2013-01,,6
Civilian,Idlib,2013-01,Syrian government and affiliated militias,1
Non-Civilian,Sweida,2013-01,,1
Civilian,Damascus Suburbs,2012-12,,1022
Non-Civilian,Damascus Suburbs,2012-12,,267
Non-Civilian,Idlib,2012-12,,198
Non-Civilian,Hama,2012-12,,129
Civilian,Damascus,2012-12,,417
Civilian,Daraa,2012-12,,233
Civilian,Hama,2012-12,,267
Non-Civilian,Aleppo,2012-12,,197
Civilian,Deir Ezzor,2012-12,,148
Civilian,Homs,2012-12,,231
Non-Civilian,Homs,2012-12,,78
Non-Civilian,Damascus,2012-12,,46
Civilian,Idlib,2012-12,,206
Non-Civilian,Raqqa,2012-12,,28
Civilian,Aleppo,2012-12,,681
Non-Civilian,Lattakia,2012-12,,7
Civilian,Quneitra,2012-12,,15
Non-Civilian,Daraa,2012-12,,141
Civilian,Raqqa,2012-12,,53
Non-Civilian,Quneitra,2012-12,,13
Non-Civilian,Other Nationalities,2012-12,,16
Non-Civilian,Hasakeh,2012-12,,10
Non-Civilian,Deir Ezzor,2012-12,,142
Civilian,Idlib,2012-12,Syrian government and affiliated militias,3
Civilian,Aleppo,2012-12,Syrian government and affiliated militias,1
Non-Civilian,Homs,2012-12,Syrian government and affiliated militias,4
Non-Civilian,Aleppo,2012-12,Syrian government and affiliated militias,1
Civilian,Sweida,2012-12,,3
Non-Civilian,Hama,2012-12,Syrian government and affiliated militias,7
Civilian,Hama,2012-12,Syrian government and affiliated militias,12
Civilian,Lattakia,2012-12,,6
Civilian,Homs,2012-12,Syrian government and affiliated militias,5
Non-Civilian,Sweida,2012-12,,1
Civilian,Other Nationalities,2012-12,,2
Non-Civilian,Tartous,2012-12,,1
Non-Civilian,Idlib,2012-12,Syrian government and affiliated militias,1
Civilian,Hasakeh,2012-12,,16
Civilian,Daraa,2012-12,Syrian government and affiliated militias,3
Civilian,Tartous,2012-12,,2
Civilian,Deir Ezzor,2012-12,Syrian government and affiliated militias,1
Civilian,Aleppo,2012-11,,542
Civilian,Deir Ezzor,2012-11,,180
Civilian,Damascus Suburbs,2012-11,,1073
Civilian,Hama,2012-11,,82
Non-Civilian,Aleppo,2012-11,,236
Non-Civilian,Damascus Suburbs,2012-11,,256
Civilian,Daraa,2012-11,,185
Civilian,Homs,2012-11,,164
Non-Civilian,Idlib,2012-11,,161
Civilian,Damascus,2012-11,,300
Civilian,Idlib,2012-11,,415
Non-Civilian,Damascus,2012-11,,62
Non-Civilian,Homs,2012-11,,53
Non-Civilian,Deir Ezzor,2012-11,,134
Civilian,Other Nationalities,2012-11,,3
Non-Civilian,Other Nationalities,2012-11,,21
Non-Civilian,Daraa,2012-11,,83
Non-Civilian,Hama,2012-11,,44
Non-Civilian,Hasakeh,2012-11,,15
Civilian,Quneitra,2012-11,,11
Civilian,Damascus Suburbs,2012-11,Syrian government and affiliated militias,4
Non-Civilian,Homs,2012-11,Syrian government and affiliated militias,8
Non-Civilian,Quneitra,2012-11,,11
Civilian,Hasakeh,2012-11,,26
Civilian,Lattakia,2012-11,,17
Non-Civilian,Raqqa,2012-11,,28
Non-Civilian,Deir Ezzor,2012-11,Syrian government and affiliated militias,1
Non-Civilian,Lattakia,2012-11,,35
Non-Civilian,Tartous,2012-11,,3
Civilian,Raqqa,2012-11,,22
Civilian,Aleppo,2012-11,Syrian government and affiliated militias,1
Civilian,Homs,2012-11,Syrian government and affiliated militias,3
Civilian,Idlib,2012-11,Syrian government and affiliated militias,1
Civilian,Hama,2012-11,Syrian government and affiliated militias,6
Non-Civilian,Damascus Suburbs,2012-11,Syrian government and affiliated militias,1
Civilian,Aleppo,2012-11,Self administration forces,1
Non-Civilian,Aleppo,2012-11,Syrian government and affiliated militias,1
Non-Civilian,Other Nationalities,2012-11,Armed opposition groups,1
Civilian,Aleppo,2012-10,,770
Non-Civilian,Hama,2012-10,,68
Civilian,Idlib,2012-10,,559
Civilian,Damascus,2012-10,,190
Civilian,Hama,2012-10,,104
Non-Civilian,Damascus Suburbs,2012-10,,215
Civilian,Damascus Suburbs,2012-10,,1158
Civilian,Homs,2012-10,,259
Non-Civilian,Homs,2012-10,,104
Non-Civilian,Aleppo,2012-10,,203
Non-Civilian,Idlib,2012-10,,220
Civilian,Daraa,2012-10,,273
Non-Civilian,Deir Ezzor,2012-10,,88
Civilian,Deir Ezzor,2012-10,,266
Civilian,Homs,2012-10,Syrian government and affiliated militias,13
Non-Civilian,Damascus,2012-10,,27
Non-Civilian,Daraa,2012-10,,78
Non-Civilian,Homs,2012-10,Syrian government and affiliated militias,9
Civilian,Lattakia,2012-10,,26
Civilian,Damascus Suburbs,2012-10,Syrian government and affiliated militias,1
Civilian,Hama,2012-10,Syrian government and affiliated militias,6
Civilian,Other Nationalities,2012-10,,6
Non-Civilian,Other Nationalities,2012-10,,8
Non-Civilian,Hasakeh,2012-10,,4
Non-Civilian,Lattakia,2012-10,,39
Civilian,Raqqa,2012-10,,12
Civilian,Quneitra,2012-10,,10
Non-Civilian,Raqqa,2012-10,,21
Non-Civilian,Tartous,2012-10,,1
Civilian,Daraa,2012-10,Syrian government and affiliated militias,1
Civilian,Tartous,2012-10,,11
Civilian,Hasakeh,2012-10,,3
Non-Civilian,Quneitra,2012-10,,8
Non-Civilian,Hama,2012-10,Syrian government and affiliated militias,3
Non-Civilian,Sweida,2012-10,,1
Civilian,Sweida,2012-10,,1
Civilian,Hama,2012-09,,243
Civilian,Deir Ezzor,2012-09,,479
Civilian,Damascus Suburbs,2012-09,,986
Non-Civilian,Deir Ezzor,2012-09,,103
Non-Civilian,Homs,2012-09,,102
Civilian,Damascus,2012-09,,605
Non-Civilian,Lattakia,2012-09,,23
Non-Civilian,Aleppo,2012-09,,169
Civilian,Daraa,2012-09,,301
Civilian,Aleppo,2012-09,,1083
Civilian,Idlib,2012-09,,305
Civilian,Hasakeh,2012-09,,7
Non-Civilian,Daraa,2012-09,,76
Non-Civilian,Idlib,2012-09,,80
Non-Civilian,Other Nationalities,2012-09,,13
Civilian,Sweida,2012-09,,5
Non-Civilian,Damascus Suburbs,2012-09,,124
Non-Civilian,Homs,2012-09,Syrian government and affiliated militias,7
Civilian,Homs,2012-09,,222
Civilian,Lattakia,2012-09,,69
Non-Civilian,Damascus,2012-09,,46
Non-Civilian,Hama,2012-09,,36
Civilian,Raqqa,2012-09,,40
Non-Civilian,Raqqa,2012-09,,8
Civilian,Deir Ezzor,2012-09,Syrian government and affiliated militias,1
Non-Civilian,Quneitra,2012-09,,8
Civilian,Homs,2012-09,Syrian government and affiliated militias,4
Non-Civilian,Tartous,2012-09,,3
Non-Civilian,Sweida,2012-09,,1
Civilian,Hama,2012-09,Syrian government and affiliated militias,3
Civilian,Other Nationalities,2012-09,,3
Civilian,Idlib,2012-09,Armed opposition groups,1
Non-Civilian,Hasakeh,2012-09,,3
Civilian,Tartous,2012-09,,4
Civilian,Damascus Suburbs,2012-09,Syrian government and affiliated militias,1
Non-Civilian,Hama,2012-09,Syrian government and affiliated militias,3
Non-Civilian,Lattakia,2012-08,,17
Civilian,Damascus,2012-08,,520
Civilian,Damascus Suburbs,2012-08,,1554
Non-Civilian,Daraa,2012-08,,107
Civilian,Daraa,2012-08,,484
Civilian,Deir Ezzor,2012-08,,333
Non-Civilian,Homs,2012-08,,97
Civilian,Raqqa,2012-08,,16
Civilian,Idlib,2012-08,,566
Civilian,Homs,2012-08,,374
Non-Civilian,Idlib,2012-08,,167
Civilian,Lattakia,2012-08,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2012-08,,124
Civilian,Lattakia,2012-08,,35
Civilian,Quneitra,2012-08,,4
Civilian,Aleppo,2012-08,,846
Non-Civilian,Damascus,2012-08,,45
Non-Civilian,Homs,2012-08,Syrian government and affiliated militias,7
Civilian,Hama,2012-08,,189
Non-Civilian,Damascus Suburbs,2012-08,,136
Non-Civilian,Raqqa,2012-08,,3
Civilian,Hasakeh,2012-08,,7
Non-Civilian,Hama,2012-08,,45
Civilian,Homs,2012-08,Syrian government and affiliated militias,13
Civilian,Hama,2012-08,Syrian government and affiliated militias,8
Non-Civilian,Sweida,2012-08,,3
Non-Civilian,Other Nationalities,2012-08,,9
Non-Civilian,Deir Ezzor,2012-08,,80
Non-Civilian,Hasakeh,2012-08,,5
Non-Civilian,Quneitra,2012-08,,4
Civilian,Other Nationalities,2012-08,,17
Civilian,Idlib,2012-08,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2012-08,Syrian government and affiliated militias,5
Civilian,Tartous,2012-08,,6
Non-Civilian,Deir Ezzor,2012-08,Syrian government and affiliated militias,1
Non-Civilian,Hama,2012-08,Syrian government and affiliated militias,2
Civilian,Daraa,2012-08,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2012-07,,689
Non-Civilian,Aleppo,2012-07,,118
Civilian,Aleppo,2012-07,,421
Civilian,Quneitra,2012-07,,8
Non-Civilian,Daraa,2012-07,,87
Civilian,Damascus,2012-07,,401
Non-Civilian,Homs,2012-07,Syrian government and affiliated militias,9
Non-Civilian,Damascus Suburbs,2012-07,,133
Civilian,Homs,2012-07,,367
Civilian,Hama,2012-07,,267
Non-Civilian,Homs,2012-07,,149
Civilian,Idlib,2012-07,,403
Non-Civilian,Deir Ezzor,2012-07,,76
Civilian,Deir Ezzor,2012-07,,326
Non-Civilian,Idlib,2012-07,,85
Non-Civilian,Damascus,2012-07,,56
Civilian,Daraa,2012-07,,311
Civilian,Raqqa,2012-07,,9
Non-Civilian,Hama,2012-07,,40
Civilian,Lattakia,2012-07,,36
Non-Civilian,Other Nationalities,2012-07,,7
Non-Civilian,Raqqa,2012-07,,6
Non-Civilian,Hasakeh,2012-07,,8
Non-Civilian,Lattakia,2012-07,,13
Civilian,Other Nationalities,2012-07,,6
Non-Civilian,Hama,2012-07,Syrian government and affiliated militias,3
Civilian,Hama,2012-07,Syrian government and affiliated militias,13
Civilian,Hasakeh,2012-07,,17
Civilian,Homs,2012-07,Syrian government and affiliated militias,10
Non-Civilian,Quneitra,2012-07,,4
Civilian,Lattakia,2012-07,Syrian government and affiliated militias,1
Civilian,Tartous,2012-07,,1
Non-Civilian,Damascus Suburbs,2012-07,Syrian government and affiliated militias,1
Civilian,Sweida,2012-07,,5
Non-Civilian,Aleppo,2012-07,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2012-07,Syrian government and affiliated militias,1
Non-Civilian,Sweida,2012-07,,1
Civilian,Daraa,2012-07,Syrian government and affiliated militias,1
Civilian,Hama,2012-06,,162
Civilian,Daraa,2012-06,,190
Civilian,Idlib,2012-06,,215
Civilian,Damascus Suburbs,2012-06,,465
Civilian,Deir Ezzor,2012-06,,236
Non-Civilian,Deir Ezzor,2012-06,,34
Civilian,Aleppo,2012-06,,127
Civilian,Homs,2012-06,,334
Non-Civilian,Aleppo,2012-06,,22
Civilian,Lattakia,2012-06,,85
Non-Civilian,Daraa,2012-06,,70
Non-Civilian,Hama,2012-06,,20
Non-Civilian,Homs,2012-06,,84
Non-Civilian,Idlib,2012-06,,55
Civilian,Damascus,2012-06,,46
Non-Civilian,Damascus Suburbs,2012-06,,83
Civilian,Quneitra,2012-06,,1
Civilian,Daraa,2012-06,Syrian government and affiliated militias,1
Non-Civilian,Damascus,2012-06,,15
Civilian,Homs,2012-06,Syrian government and affiliated militias,10
Civilian,Hasakeh,2012-06,,6
Non-Civilian,Hasakeh,2012-06,,11
Civilian,Other Nationalities,2012-06,,2
Non-Civilian,Other Nationalities,2012-06,,2
Non-Civilian,Homs,2012-06,Syrian government and affiliated militias,8
Non-Civilian,Homs,2012-06,Armed opposition groups,1
Non-Civilian,Hama,2012-06,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2012-06,Syrian government and affiliated militias,1
Non-Civilian,Lattakia,2012-06,,14
Civilian,Hama,2012-06,Syrian government and affiliated militias,5
Non-Civilian,Tartous,2012-06,,1
Non-Civilian,Raqqa,2012-06,,5
Civilian,Raqqa,2012-06,,3
Civilian,Other Nationalities,2012-06,Armed opposition groups,1
Non-Civilian,Quneitra,2012-06,,1
Civilian,Lattakia,2012-06,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2012-05,,15
Civilian,Homs,2012-05,,400
Non-Civilian,Daraa,2012-05,,24
Non-Civilian,Hasakeh,2012-05,,6
Civilian,Damascus Suburbs,2012-05,,127
Non-Civilian,Homs,2012-05,,59
Civilian,Homs,2012-05,Syrian government and affiliated militias,17
Non-Civilian,Damascus Suburbs,2012-05,,39
Non-Civilian,Damascus,2012-05,,9
Civilian,Daraa,2012-05,,67
Civilian,Hama,2012-05,Syrian government and affiliated militias,8
Civilian,Aleppo,2012-05,,63
Civilian,Idlib,2012-05,,115
Civilian,Damascus,2012-05,,63
Civilian,Hama,2012-05,,170
Non-Civilian,Homs,2012-05,Syrian government and affiliated militias,1
Civilian,Deir Ezzor,2012-05,,47
Non-Civilian,Deir Ezzor,2012-05,,25
Non-Civilian,Idlib,2012-05,,47
Civilian,Hasakeh,2012-05,,8
Non-Civilian,Hama,2012-05,,22
Non-Civilian,Hama,2012-05,Syrian government and affiliated militias,6
Civilian,Tartous,2012-05,,6
Civilian,Lattakia,2012-05,,1
Non-Civilian,Raqqa,2012-05,,4
Non-Civilian,Lattakia,2012-05,,3
Non-Civilian,Tartous,2012-05,,1
Non-Civilian,Sweida,2012-05,,1
Civilian,Homs,2012-05,Armed opposition groups,1
Civilian,Daraa,2012-05,Syrian government and affiliated militias,1
Civilian,Sweida,2012-05,,1
Non-Civilian,Other Nationalities,2012-05,,1
Civilian,Raqqa,2012-05,,1
Civilian,Idlib,2012-04,,260
Civilian,Idlib,2012-04,Syrian government and affiliated militias,11
Civilian,Homs,2012-04,,596
Non-Civilian,Deir Ezzor,2012-04,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2012-04,,12
Civilian,Deir Ezzor,2012-04,Syrian government and affiliated militias,6
Civilian,Daraa,2012-04,,46
Civilian,Homs,2012-04,Syrian government and affiliated militias,24
Non-Civilian,Homs,2012-04,,37
Non-Civilian,Damascus,2012-04,,6
Non-Civilian,Daraa,2012-04,,27
Non-Civilian,Idlib,2012-04,,81
Non-Civilian,Daraa,2012-04,Syrian government and affiliated militias,1
Civilian,Hama,2012-04,Syrian government and affiliated militias,17
Non-Civilian,Damascus Suburbs,2012-04,,24
Civilian,Hama,2012-04,,217
Civilian,Damascus Suburbs,2012-04,Syrian government and affiliated militias,11
Civilian,Deir Ezzor,2012-04,,34
Civilian,Damascus Suburbs,2012-04,,79
Civilian,Damascus,2012-04,Syrian government and affiliated militias,3
Non-Civilian,Damascus Suburbs,2012-04,Syrian government and affiliated militias,5
Civilian,Aleppo,2012-04,Syrian government and affiliated militias,7
Civilian,Damascus Suburbs,2012-04,Armed opposition groups,1
Civilian,Aleppo,2012-04,,85
Civilian,Damascus,2012-04,,19
Non-Civilian,Idlib,2012-04,Syrian government and affiliated militias,1
Civilian,Daraa,2012-04,Syrian government and affiliated militias,2
Non-Civilian,Homs,2012-04,Syrian government and affiliated militias,6
