SIN(s) PROPOSED,SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE ,CONTRACT END DATE
132-51,Web Designer,Bachelors,4 yrs,Hour,$74.66,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Web Designer,Bachelors,4 yrs,Hour,$76.15,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Web Designer,Bachelors,4 yrs,Hour,$77.68,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Web Designer,Bachelors,4 yrs,Hour,$79.23,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Web Designer,Bachelors,4 yrs,Hour,$80.81,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,SME Consultant,Bachelors,7 yrs,Hour,$122.80,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,SME Consultant,Bachelors,7 yrs,Hour,$125.25,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,SME Consultant,Bachelors,7 yrs,Hour,$127.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,SME Consultant,Bachelors,7 yrs,Hour,$130.31,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,SME Consultant,Bachelors,7 yrs,Hour,$132.92,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Database Administrator,Associates,5 yrs,Hour,$80.55,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Database Administrator,Associates,5 yrs,Hour,$82.17,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Database Administrator,Associates,5 yrs,Hour,$83.81,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Database Administrator,Associates,5 yrs,Hour,$85.48,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Database Administrator,Associates,5 yrs,Hour,$87.19,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Database Architect,Bachelors,10 yrs,Hour,$101.18,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Database Architect,Bachelors,10 yrs,Hour,$103.21,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Database Architect,Bachelors,10 yrs,Hour,$105.27,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Database Architect,Bachelors,10 yrs,Hour,$107.38,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Database Architect,Bachelors,10 yrs,Hour,$109.52,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Database & Datawarehouse Analyst,Bachelors,6 yrs,Hour,$88.41,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Database & Datawarehouse Analyst,Bachelors,6 yrs,Hour,$90.18,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Database & Datawarehouse Analyst,Bachelors,6 yrs,Hour,$91.98,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Database & Datawarehouse Analyst,Bachelors,6 yrs,Hour,$93.82,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Database & Datawarehouse Analyst,Bachelors,6 yrs,Hour,$95.70,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Database & Datawarehouse Programmer,Bachelors,4yrs,Hour,$80.55,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Database & Datawarehouse Programmer,Bachelors,4yrs,Hour,$82.17,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Database & Datawarehouse Programmer,Bachelors,4yrs,Hour,$83.81,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Database & Datawarehouse Programmer,Bachelors,4yrs,Hour,$85.48,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Database & Datawarehouse Programmer,Bachelors,4yrs,Hour,$87.19,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Functional Analyst,Bachelors,7 yrs,Hour,$100.05,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Functional Analyst,Bachelors,7 yrs,Hour,$102.06,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Functional Analyst,Bachelors,7 yrs,Hour,$104.10,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Functional Analyst,Bachelors,7 yrs,Hour,$106.18,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Functional Analyst,Bachelors,7 yrs,Hour,$108.30,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Network Administrator,Bachelors,4 yrs,Hour,$58.94,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Network Administrator,Bachelors,4 yrs,Hour,$60.12,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Network Administrator,Bachelors,4 yrs,Hour,$61.32,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Network Administrator,Bachelors,4 yrs,Hour,$62.55,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Network Administrator,Bachelors,4 yrs,Hour,$63.80,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Business Analyst,Bachelors,7 yrs,Hour,$73.68,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Business Analyst,Bachelors,7 yrs,Hour,$75.15,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Business Analyst,Bachelors,7 yrs,Hour,$76.65,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Business Analyst,Bachelors,7 yrs,Hour,$78.19,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Business Analyst,Bachelors,7 yrs,Hour,$79.75,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,ERP Analyst,Bachelors,4 yrs,Hour,$98.24,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,ERP Analyst,Bachelors,4 yrs,Hour,$100.20,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,ERP Analyst,Bachelors,4 yrs,Hour,$102.21,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,ERP Analyst,Bachelors,4 yrs,Hour,$104.25,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,ERP Analyst,Bachelors,4 yrs,Hour,$106.33,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Computer Systems Analyst,Bachelors,5 yrs,Hour,$90.44,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Computer Systems Analyst,Bachelors,5 yrs,Hour,$92.25,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Computer Systems Analyst,Bachelors,5 yrs,Hour,$94.09,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Computer Systems Analyst,Bachelors,5 yrs,Hour,$95.97,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Computer Systems Analyst,Bachelors,5 yrs,Hour,$97.89,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Sharepoint Developer,Bachelors,5 yrs,Hour,$74.01,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Sharepoint Developer,Bachelors,5 yrs,Hour,$75.49,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Sharepoint Developer,Bachelors,5 yrs,Hour,$77.00,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Sharepoint Developer,Bachelors,5 yrs,Hour,$78.54,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Sharepoint Developer,Bachelors,5 yrs,Hour,$80.11,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Hyperion/Essbase Developer,Bachelors,4 yrs,Hour,$76.62,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Hyperion/Essbase Developer,Bachelors,4 yrs,Hour,$78.16,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Hyperion/Essbase Developer,Bachelors,4 yrs,Hour,$79.72,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Hyperion/Essbase Developer,Bachelors,4 yrs,Hour,$81.31,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Hyperion/Essbase Developer,Bachelors,4 yrs,Hour,$82.94,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Mobile Developer,Bachelors,4 yrs,Hour,$81.54,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Mobile Developer,Bachelors,4 yrs,Hour,$83.17,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Mobile Developer,Bachelors,4 yrs,Hour,$84.83,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Mobile Developer,Bachelors,4 yrs,Hour,$86.53,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Mobile Developer,Bachelors,4 yrs,Hour,$88.26,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,"QA Manual, Automation Open Source",Associates,3 yrs,Hour,$64.84,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,"QA Manual, Automation Open Source",Associates,3 yrs,Hour,$66.13,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,"QA Manual, Automation Open Source",Associates,3 yrs,Hour,$67.40,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,"QA Manual, Automation Open Source",Associates,3 yrs,Hour,$68.80,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,"QA Manual, Automation Open Source",Associates,3 yrs,Hour,$70.18,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Cold Fusion Developer,Associates,4 yrs,Hour,$63.85,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Cold Fusion Developer,Associates,4 yrs,Hour,$65.13,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Cold Fusion Developer,Associates,4 yrs,Hour,$66.43,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Cold Fusion Developer,Associates,4 yrs,Hour,$67.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Cold Fusion Developer,Associates,4 yrs,Hour,$69.12,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,ETL Developer II,Bachelors,5 yrs,Hour,$63.85,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,ETL Developer II,Bachelors,5 yrs,Hour,$65.13,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,ETL Developer II,Bachelors,5 yrs,Hour,$66.43,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,ETL Developer II,Bachelors,5 yrs,Hour,$67.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,ETL Developer II,Bachelors,5 yrs,Hour,$69.12,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Mainframe Developer,Bachelors,4 yrs,Hour,$63.85,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Mainframe Developer,Bachelors,4 yrs,Hour,$65.13,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Mainframe Developer,Bachelors,4 yrs,Hour,$66.43,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Mainframe Developer,Bachelors,4 yrs,Hour,$67.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Mainframe Developer,Bachelors,4 yrs,Hour,$69.12,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Database Developer,Bachelors,4 yrs,Hour,$73.68,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Database Developer,Bachelors,4 yrs,Hour,$75.15,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Database Developer,Bachelors,4 yrs,Hour,$76.65,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Database Developer,Bachelors,4 yrs,Hour,$78.19,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Database Developer,Bachelors,4 yrs,Hour,$79.75,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,DW/SME,Bachelors,10 yrs,Hour,$122.80,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,DW/SME,Bachelors,10 yrs,Hour,$125.25,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,DW/SME,Bachelors,10 yrs,Hour,$127.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,DW/SME,Bachelors,10 yrs,Hour,$130.31,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,DW/SME,Bachelors,10 yrs,Hour,$132.92,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Olikview Developer,Bachelors,4 yrs,Hour,$78.59,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Olikview Developer,Bachelors,4 yrs,Hour,$80.16,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Olikview Developer,Bachelors,4 yrs,Hour,$81.76,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Olikview Developer,Bachelors,4 yrs,Hour,$83.40,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Olikview Developer,Bachelors,4 yrs,Hour,$85.07,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Software Engineer,Bachelors,4 yrs,Hour,$60.91,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Software Engineer,Bachelors,4 yrs,Hour,$62.12,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Software Engineer,Bachelors,4 yrs,Hour,$63.37,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Software Engineer,Bachelors,4 yrs,Hour,$64.63,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Software Engineer,Bachelors,4 yrs,Hour,$65.93,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Business Analyst Jr.,Bachelors,3 yrs,Hour,$51.08,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Business Analyst Jr.,Bachelors,3 yrs,Hour,$52.10,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Business Analyst Jr.,Bachelors,3 yrs,Hour,$53.15,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Business Analyst Jr.,Bachelors,3 yrs,Hour,$54.21,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Business Analyst Jr.,Bachelors,3 yrs,Hour,$55.29,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,ETL Developer I,Associates,3 yrs,Hour,$51.08,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,ETL Developer I,Associates,3 yrs,Hour,$52.10,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,ETL Developer I,Associates,3 yrs,Hour,$53.15,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,ETL Developer I,Associates,3 yrs,Hour,$54.21,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,ETL Developer I,Associates,3 yrs,Hour,$55.29,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Middleware Consultant,Bachelors,3 yrs,Hour,$52.07,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,1,1/29/14,1/28/19
132-51,Middleware Consultant,Bachelors,3 yrs,Hour,$53.11,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,2,1/29/14,1/28/19
132-51,Middleware Consultant,Bachelors,3 yrs,Hour,$54.17,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,3,1/29/14,1/28/19
132-51,Middleware Consultant,Bachelors,3 yrs,Hour,$55.25,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,4,1/29/14,1/28/19
132-51,Middleware Consultant,Bachelors,3 yrs,Hour,$56.36,GS-35F-181BA,"TECHNOGEN, INC.",S,IT Schedule 70,Both,5,1/29/14,1/28/19
132-51,Senior Project Manager,Bachelors Degree,6,Hour,$216.84,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Project Manager,Bachelors Degree,3,Hour,$188.20,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Database Manager,Bachelors Degree,5,Hour,$124.69,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Configuration Manager,Bachelors Degree,5,Hour,$131.25,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Software/ Integration Engineer,Bachelors Degree,6,Hour,$183.54,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Software/Integration Engineer,Bachelors Degree,3,Hour,$153.61,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Systems Analyst,Associates Degree,6,Hour,$131.25,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Systems Analyst,Associates Degree,4,Hour,$104.99,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Software Engineer,Bachelors Degree,5,Hour,$184.53,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Software Engineer,Bachelors Degree,3,Hour,$149.62,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Information Technology Consultant,Bachelors Degree,8,Hour,$142.50,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Information Technology Consultant,Bachelors Degree,4,Hour,$124.69,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Software Consultant,Bachelors Degree,8,Hour,$195.94,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Software Consultant,Bachelors Degree,4,Hour,$153.46,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Programmer,Bachelors Degree,6,Hour,$122.39,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Programmer,Bachelors Degree,4,Hour,$90.68,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Systems Engineer,Associates Degree,5,Hour,$119.70,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Senior Test Engineer,Bachelors Degree,4,Hour,$141.15,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Test Engineer,Bachelors Degree,3,Hour,$124.69,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Technical Analyst,Bachelors Degree,3,Hour,$110.83,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Technical Writer,Bachelors Degree,3,Hour,$62.34,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Training Manager,Bachelors Degree,4,Hour,$174.56,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Training Specialist,Bachelors Degree,2,Hour,$124.69,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Certified Exercise Planner,Bachelors Degree,3,Hour,$124.69,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Certified Exercise Evaluator,Bachelors Degree,4,Hour,$132.99,GS-35F-086CA,"GLOBAL EMERGENCY RESOURCES, LLC",S,IT Schedule 70,Both,1,11/25/14,11/24/19
132-51,Logistics Management Specialist III,Bachelor,10,Hour,$53.13,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
132-51,Logistics Management Specialist II,Bachelor,5,Hour,$43.81,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
132-51,Logistics Management Specialist I,Associate,1,Hour,$34.52,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
132-51,Systems Analyst II,Bachelor,5,Hour,$44.71,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
132-51,Systems Analyst I / Junior Systems Analsyt,Associate,1,Hour,$36.07,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
132-51,Technical Writer,Bachelor,2,Hour,$28.42,GS-35F-422CA,"N3 GOVERNMENT SOLUTIONS, L.L.C",S,IT Schedule 70,Both,1,7/15/15,7/14/20
